tractkids,pop2010,percent_of_kids,povertyrate,,,,,POP2010,"Population, tract total"
NULL,7274,NULL,8.1,,,,,,
NULL,7426,NULL,19,,,,,,
NULL,6480,NULL,6.2,,,,,,
NULL,6197,NULL,2.4,,,,,,
NULL,4382,NULL,15.1,,,,,,
NULL,1314,NULL,13.7,,,,,,
NULL,4706,NULL,19,,,,,,
NULL,6520,NULL,72.3,,,,,,
NULL,6543,NULL,17.3,,,,,,
NULL,4504,NULL,17.3,,,,,,
NULL,3738,NULL,14.6,,,,,,
NULL,3212,NULL,49.3,,,,,,
NULL,7383,NULL,51.2,,,,,,
NULL,3095,NULL,41.5,,,,,,
NULL,5553,NULL,31.2,,,,,,
NULL,4521,NULL,27,,,,,,
NULL,7423,NULL,5.9,,,,,,
NULL,5202,NULL,11.8,,,,,,
NULL,6953,NULL,29,,,,,,
NULL,7072,NULL,23,,,,,,
NULL,4495,NULL,11.8,,,,,,
NULL,7411,NULL,4.7,,,,,,
NULL,3805,NULL,7.8,,,,,,
NULL,5885,NULL,9.9,,,,,,
NULL,6931,NULL,9,,,,,,
NULL,3928,NULL,36.1,,,,,,
NULL,6318,NULL,23.4,,,,,,
NULL,2731,NULL,21.8,,,,,,
NULL,3444,NULL,30.1,,,,,,
NULL,6991,NULL,44.7,,,,,,
NULL,2804,NULL,35.6,,,,,,
NULL,2413,NULL,15.1,,,,,,
NULL,6854,NULL,10.9,,,,,,
NULL,6023,NULL,14.9,,,,,,
NULL,3834,NULL,12.3,,,,,,
NULL,6417,NULL,13.2,,,,,,
NULL,8401,NULL,22.7,,,,,,
NULL,8600,NULL,24.2,,,,,,
NULL,7578,NULL,24.1,,,,,,
NULL,7745,NULL,18.6,,,,,,
NULL,7882,NULL,10.1,,,,,,
NULL,3668,NULL,6.6,,,,,,
NULL,5232,NULL,10,,,,,,
NULL,6682,NULL,7.2,,,,,,
NULL,4382,NULL,11.3,,,,,,
NULL,6777,NULL,31.2,,,,,,
NULL,4695,NULL,21.2,,,,,,
NULL,4839,NULL,31.4,,,,,,
NULL,3979,NULL,10.4,,,,,,
NULL,3564,NULL,34.5,,,,,,
NULL,3770,NULL,28.7,,,,,,
NULL,4614,NULL,6.9,,,,,,
NULL,8554,NULL,8.6,,,,,,
NULL,9837,NULL,7.9,,,,,,
NULL,5845,NULL,3.8,,,,,,
NULL,8363,NULL,16.9,,,,,,
NULL,8890,NULL,11.1,,,,,,
NULL,3660,NULL,26.8,,,,,,
NULL,4546,NULL,33.2,,,,,,
NULL,5416,NULL,27.2,,,,,,
NULL,8175,NULL,4.2,,,,,,
NULL,9879,NULL,10.2,,,,,,
NULL,11756,NULL,17,,,,,,
NULL,4924,NULL,8,,,,,,
NULL,9710,NULL,12.5,,,,,,
NULL,4185,NULL,31.2,,,,,,
NULL,3992,NULL,23,,,,,,
NULL,2145,NULL,30.4,,,,,,
NULL,5012,NULL,15.6,,,,,,
NULL,3128,NULL,26.1,,,,,,
NULL,5213,NULL,11.5,,,,,,
NULL,4513,NULL,11,,,,,,
NULL,3308,NULL,21,,,,,,
NULL,4304,NULL,19.1,,,,,,
NULL,3875,NULL,7.5,,,,,,
NULL,2856,NULL,11.3,,,,,,
NULL,1723,NULL,36.4,,,,,,
NULL,2022,NULL,16.1,,,,,,
NULL,3055,NULL,34.4,,,,,,
NULL,2578,NULL,24.2,,,,,,
NULL,2418,NULL,66.3,,,,,,
NULL,2842,NULL,67.2,,,,,,
NULL,1627,NULL,64.1,,,,,,
NULL,1642,NULL,48.6,,,,,,
NULL,2244,NULL,38.4,,,,,,
NULL,2047,NULL,33.3,,,,,,
NULL,2645,NULL,11.1,,,,,,
NULL,2740,NULL,29.7,,,,,,
NULL,2549,NULL,32.1,,,,,,
NULL,2366,NULL,34.3,,,,,,
NULL,1191,NULL,43.6,,,,,,
NULL,3856,NULL,51.3,,,,,,
NULL,2119,NULL,14.2,,,,,,
NULL,3194,NULL,6,,,,,,
NULL,3171,NULL,16.9,,,,,,
NULL,6054,NULL,11.7,,,,,,
NULL,5648,NULL,18.1,,,,,,
NULL,4069,NULL,9.5,,,,,,
NULL,2981,NULL,13.7,,,,,,
NULL,6164,NULL,10.3,,,,,,
NULL,5837,NULL,7.4,,,,,,
NULL,4089,NULL,12.8,,,,,,
NULL,5947,NULL,19.4,,,,,,
NULL,2044,NULL,51.6,,,,,,
NULL,3503,NULL,16.4,,,,,,
NULL,6246,NULL,15.3,,,,,,
NULL,4368,NULL,15.6,,,,,,
NULL,4059,NULL,25.8,,,,,,
NULL,3000,NULL,22.9,,,,,,
NULL,4409,NULL,32.4,,,,,,
NULL,2017,NULL,31.8,,,,,,
NULL,4994,NULL,20.2,,,,,,
NULL,4430,NULL,12.9,,,,,,
NULL,3036,NULL,11.4,,,,,,
NULL,2303,NULL,35.5,,,,,,
NULL,4162,NULL,25.5,,,,,,
NULL,4844,NULL,13,,,,,,
NULL,5311,NULL,22,,,,,,
NULL,4257,NULL,9.6,,,,,,
NULL,4457,NULL,7.2,,,,,,
NULL,2907,NULL,17.5,,,,,,
NULL,3717,NULL,9.3,,,,,,
NULL,3706,NULL,12.5,,,,,,
NULL,3376,NULL,26.6,,,,,,
NULL,3637,NULL,13.4,,,,,,
NULL,4619,NULL,11.6,,,,,,
NULL,3365,NULL,28.6,,,,,,
NULL,2779,NULL,21.5,,,,,,
NULL,2388,NULL,32.1,,,,,,
NULL,3169,NULL,14.8,,,,,,
NULL,5054,NULL,9.9,,,,,,
NULL,2662,NULL,21.3,,,,,,
NULL,5676,NULL,14.5,,,,,,
NULL,2632,NULL,16.4,,,,,,
NULL,4776,NULL,18.2,,,,,,
NULL,3451,NULL,30.5,,,,,,
NULL,2349,NULL,13,,,,,,
NULL,2148,NULL,2.4,,,,,,
NULL,2797,NULL,11,,,,,,
NULL,2596,NULL,2.8,,,,,,
NULL,1367,NULL,11.4,,,,,,
NULL,2392,NULL,16.6,,,,,,
NULL,2040,NULL,15.2,,,,,,
NULL,2424,NULL,21.4,,,,,,
NULL,2201,NULL,11.8,,,,,,
NULL,2775,NULL,23.5,,,,,,
NULL,3672,NULL,12.5,,,,,,
NULL,6386,NULL,4.2,,,,,,
NULL,4698,NULL,22.5,,,,,,
NULL,4134,NULL,20.6,,,,,,
NULL,2902,NULL,10.8,,,,,,
NULL,4664,NULL,18.3,,,,,,
NULL,4679,NULL,6.5,,,,,,
NULL,2331,NULL,9.2,,,,,,
NULL,2838,NULL,13.6,,,,,,
NULL,4516,NULL,9.1,,,,,,
NULL,2538,NULL,27,,,,,,
NULL,4061,NULL,9,,,,,,
NULL,4657,NULL,3.7,,,,,,
NULL,3154,NULL,13.5,,,,,,
NULL,2585,NULL,26.5,,,,,,
NULL,3410,NULL,10.4,,,,,,
NULL,2047,NULL,8.1,,,,,,
NULL,3854,NULL,0.7,,,,,,
NULL,2752,NULL,17.4,,,,,,
NULL,4015,NULL,8.4,,,,,,
NULL,6061,NULL,4.3,,,,,,
NULL,1361,NULL,44.1,,,,,,
NULL,2270,NULL,36.1,,,,,,
NULL,3036,NULL,24.4,,,,,,
NULL,2367,NULL,12.3,,,,,,
NULL,4404,NULL,16.2,,,,,,
NULL,2486,NULL,25.5,,,,,,
NULL,2056,NULL,35.1,,,,,,
NULL,1258,NULL,56.7,,,,,,
NULL,5350,NULL,26.2,,,,,,
NULL,1647,NULL,28.9,,,,,,
NULL,2532,NULL,22.6,,,,,,
NULL,4505,NULL,10.6,,,,,,
NULL,1761,NULL,29.5,,,,,,
NULL,2777,NULL,16.9,,,,,,
NULL,3733,NULL,2.1,,,,,,
NULL,3635,NULL,9.3,,,,,,
NULL,2915,NULL,4.3,,,,,,
NULL,4702,NULL,22.4,,,,,,
NULL,4102,NULL,9.4,,,,,,
NULL,2175,NULL,7.3,,,,,,
NULL,2432,NULL,15.7,,,,,,
NULL,1700,NULL,27.5,,,,,,
NULL,5337,NULL,13.9,,,,,,
NULL,5393,NULL,12.1,,,,,,
NULL,5132,NULL,14.9,,,,,,
NULL,4713,NULL,12,,,,,,
NULL,6659,NULL,17.5,,,,,,
NULL,3249,NULL,12.8,,,,,,
NULL,2481,NULL,10.1,,,,,,
NULL,4593,NULL,8.6,,,,,,
NULL,4744,NULL,10.9,,,,,,
NULL,4619,NULL,12.8,,,,,,
NULL,3163,NULL,19.9,,,,,,
NULL,5875,NULL,8.9,,,,,,
NULL,2202,NULL,13.9,,,,,,
NULL,3859,NULL,12.7,,,,,,
NULL,4134,NULL,15.9,,,,,,
NULL,6895,NULL,12.9,,,,,,
NULL,4341,NULL,5.6,,,,,,
NULL,1399,NULL,20.5,,,,,,
NULL,4475,NULL,20.3,,,,,,
NULL,4417,NULL,17.8,,,,,,
NULL,4003,NULL,21.7,,,,,,
NULL,2498,NULL,3.6,,,,,,
NULL,2222,NULL,38.7,,,,,,
NULL,2953,NULL,18.2,,,,,,
NULL,4677,NULL,23.7,,,,,,
NULL,2151,NULL,5,,,,,,
NULL,5689,NULL,16.4,,,,,,
NULL,2481,NULL,40.8,,,,,,
NULL,3534,NULL,21.3,,,,,,
NULL,2731,NULL,28.2,,,,,,
NULL,3143,NULL,23.7,,,,,,
NULL,3430,NULL,39.8,,,,,,
NULL,4682,NULL,24,,,,,,
NULL,3536,NULL,27.6,,,,,,
NULL,6976,NULL,13.1,,,,,,
NULL,3268,NULL,18.6,,,,,,
NULL,3921,NULL,26.4,,,,,,
NULL,3668,NULL,29.3,,,,,,
NULL,5131,NULL,1.5,,,,,,
NULL,5074,NULL,18.4,,,,,,
NULL,4132,NULL,27.7,,,,,,
NULL,5018,NULL,24.9,,,,,,
NULL,2506,NULL,28.5,,,,,,
NULL,2224,NULL,50.4,,,,,,
NULL,2449,NULL,28.6,,,,,,
NULL,3827,NULL,28.5,,,,,,
NULL,1312,NULL,58.6,,,,,,
NULL,3386,NULL,44.9,,,,,,
NULL,3721,NULL,13.2,,,,,,
NULL,1678,NULL,15.6,,,,,,
NULL,1981,NULL,38.3,,,,,,
NULL,1672,NULL,23.2,,,,,,
NULL,3787,NULL,15.1,,,,,,
NULL,3000,NULL,26.2,,,,,,
NULL,3900,NULL,12.2,,,,,,
NULL,5275,NULL,10.4,,,,,,
NULL,2567,NULL,4.1,,,,,,
NULL,5433,NULL,8.2,,,,,,
NULL,3749,NULL,19.2,,,,,,
NULL,1941,NULL,12.2,,,,,,
NULL,3502,NULL,14.1,,,,,,
NULL,1979,NULL,17.5,,,,,,
NULL,3053,NULL,16.9,,,,,,
NULL,2119,NULL,24.5,,,,,,
NULL,1132,NULL,23.1,,,,,,
NULL,2303,NULL,16.1,,,,,,
NULL,1426,NULL,10.4,,,,,,
NULL,6537,NULL,22.7,,,,,,
NULL,5096,NULL,12.4,,,,,,
NULL,4454,NULL,7.3,,,,,,
NULL,3252,NULL,23.6,,,,,,
NULL,4695,NULL,18.3,,,,,,
NULL,2793,NULL,19.4,,,,,,
NULL,4789,NULL,28.6,,,,,,
NULL,3739,NULL,19,,,,,,
NULL,3751,NULL,25.4,,,,,,
NULL,1979,NULL,24.8,,,,,,
NULL,5446,NULL,20.7,,,,,,
NULL,1745,NULL,26.9,,,,,,
NULL,5326,NULL,20,,,,,,
NULL,5774,NULL,18.6,,,,,,
NULL,1857,NULL,36.2,,,,,,
NULL,2834,NULL,33.6,,,,,,
NULL,2894,NULL,10.3,,,,,,
NULL,4649,NULL,16.4,,,,,,
NULL,4929,NULL,15.3,,,,,,
NULL,2895,NULL,11.2,,,,,,
NULL,2682,NULL,11,,,,,,
NULL,3371,NULL,17.2,,,,,,
NULL,5134,NULL,9.6,,,,,,
NULL,4926,NULL,17.9,,,,,,
NULL,5203,NULL,17.8,,,,,,
NULL,4114,NULL,17.5,,,,,,
NULL,3932,NULL,35.8,,,,,,
NULL,3732,NULL,41.7,,,,,,
NULL,3327,NULL,33.9,,,,,,
NULL,3842,NULL,25.4,,,,,,
NULL,1424,NULL,74.2,,,,,,
NULL,5686,NULL,63.8,,,,,,
NULL,4878,NULL,41.6,,,,,,
NULL,3823,NULL,54.4,,,,,,
NULL,3891,NULL,15.7,,,,,,
NULL,6179,NULL,37.4,,,,,,
NULL,3849,NULL,29.3,,,,,,
NULL,4314,NULL,21.9,,,,,,
NULL,3073,NULL,27.4,,,,,,
NULL,3014,NULL,17.2,,,,,,
NULL,4659,NULL,25.7,,,,,,
NULL,2562,NULL,15.9,,,,,,
NULL,2680,NULL,22.5,,,,,,
NULL,3989,NULL,10.2,,,,,,
NULL,5097,NULL,13.2,,,,,,
NULL,3348,NULL,8.5,,,,,,
NULL,3218,NULL,8.1,,,,,,
NULL,3448,NULL,10.8,,,,,,
NULL,4256,NULL,8.6,,,,,,
NULL,4776,NULL,8.1,,,,,,
NULL,4017,NULL,4.8,,,,,,
NULL,5471,NULL,20,,,,,,
NULL,6355,NULL,4.8,,,,,,
NULL,3569,NULL,16,,,,,,
NULL,6522,NULL,22.2,,,,,,
NULL,4825,NULL,16.5,,,,,,
NULL,3396,NULL,12,,,,,,
NULL,1737,NULL,17.4,,,,,,
NULL,1161,NULL,32.4,,,,,,
NULL,1416,NULL,12.8,,,,,,
NULL,1100,NULL,31.3,,,,,,
NULL,990,NULL,26,,,,,,
NULL,1405,NULL,13,,,,,,
NULL,3459,NULL,12,,,,,,
NULL,2589,NULL,5.5,,,,,,
NULL,2315,NULL,6.2,,,,,,
NULL,1601,NULL,10.3,,,,,,
NULL,5261,NULL,11.7,,,,,,
NULL,2474,NULL,12.2,,,,,,
NULL,5060,NULL,10.3,,,,,,
NULL,4346,NULL,11,,,,,,
NULL,2823,NULL,11.3,,,,,,
NULL,2240,NULL,18.9,,,,,,
NULL,1070,NULL,55.9,,,,,,
NULL,3449,NULL,14.9,,,,,,
NULL,3811,NULL,10.4,,,,,,
NULL,4174,NULL,20.7,,,,,,
NULL,4349,NULL,13.2,,,,,,
NULL,5363,NULL,13.2,,,,,,
NULL,4570,NULL,7.7,,,,,,
NULL,6363,NULL,5.8,,,,,,
NULL,6115,NULL,18.3,,,,,,
NULL,5150,NULL,1.9,,,,,,
NULL,7475,NULL,11.7,,,,,,
NULL,2817,NULL,8.8,,,,,,
NULL,7493,NULL,6,,,,,,
NULL,4470,NULL,5.7,,,,,,
NULL,3613,NULL,31.7,,,,,,
NULL,4081,NULL,15.9,,,,,,
NULL,3762,NULL,20.6,,,,,,
NULL,4529,NULL,7.1,,,,,,
NULL,4196,NULL,20.8,,,,,,
NULL,3133,NULL,29.1,,,,,,
NULL,4366,NULL,11.4,,,,,,
NULL,6053,NULL,8.8,,,,,,
NULL,5854,NULL,23.6,,,,,,
NULL,5097,NULL,8.7,,,,,,
NULL,3226,NULL,24.9,,,,,,
NULL,5649,NULL,13,,,,,,
NULL,4975,NULL,25.2,,,,,,
NULL,5295,NULL,22.5,,,,,,
NULL,4138,NULL,13.2,,,,,,
NULL,4200,NULL,21.2,,,,,,
NULL,3716,NULL,24.1,,,,,,
NULL,3735,NULL,12.2,,,,,,
NULL,6086,NULL,20.9,,,,,,
NULL,3849,NULL,22.5,,,,,,
NULL,1515,NULL,15,,,,,,
NULL,5406,NULL,19.4,,,,,,
NULL,4490,NULL,6.4,,,,,,
NULL,5079,NULL,24.7,,,,,,
NULL,1920,NULL,19.3,,,,,,
NULL,3005,NULL,15.8,,,,,,
NULL,3257,NULL,11.8,,,,,,
NULL,3808,NULL,17.7,,,,,,
NULL,4368,NULL,20.7,,,,,,
NULL,3576,NULL,15,,,,,,
NULL,3869,NULL,28.7,,,,,,
NULL,3006,NULL,16.6,,,,,,
NULL,2068,NULL,19.4,,,,,,
NULL,2009,NULL,18.4,,,,,,
NULL,2418,NULL,18.1,,,,,,
NULL,4733,NULL,18.2,,,,,,
NULL,6232,NULL,19.2,,,,,,
NULL,5069,NULL,32.6,,,,,,
NULL,5058,NULL,17.6,,,,,,
NULL,4007,NULL,11.9,,,,,,
NULL,3568,NULL,23.9,,,,,,
NULL,4337,NULL,22.1,,,,,,
NULL,1418,NULL,13.7,,,,,,
100,4,25,0,,,,,,
100,6,16.66666667,0,,,,,,
16.46,1,16.46,0,,,,,,
100,10,10,0,,,,,,
100,11,9.090909091,100,,,,,,
36.57,5,7.314,0,,,,,,
100,18,5.555555556,100,,,,,,
98.15,18,5.452777778,0,,,,,,
53.56,10,5.356,0,,,,,,
9.78,2,4.89,0,,,,,,
83.33,18,4.629444444,0,,,,,,
100,24,4.166666667,21.1,,,,,,
71.76,26,2.76,100,,,,,,
83.72,36,2.325555556,12.1,,,,,,
100,56,1.785714286,0,,,,,,
37.5,24,1.5625,0,,,,,,
100,82,1.219512195,18.6,,,,,,
100,87,1.149425287,0,,,,,,
100,95,1.052631579,12.8,,,,,,
80.62,103,0.782718447,0,,,,,,
100,151,0.662251656,16.8,,,,,,
100,166,0.602409639,15.1,,,,,,
100,170,0.588235294,0,,,,,,
51.72,98,0.527755102,14,,,,,,
49.52,133,0.372330827,13.3,,,,,,
100,286,0.34965035,8.8,,,,,,
93.75,297,0.315656566,42.7,,,,,,
94.6,345,0.274202899,2.7,,,,,,
100,373,0.268096515,22.6,,,,,,
97.52,368,0.265,14,,,,,,
6.32,25,0.2528,0,,,,,,
97.38,416,0.234086538,7.1,,,,,,
100,460,0.217391304,10.3,,,,,,
100,478,0.209205021,12.5,,,,,,
100,494,0.20242915,8.4,,,,,,
100,539,0.185528757,17,,,,,,
6.06,33,0.183636364,0,,,,,,
100,641,0.15600624,2.6,,,,,,
100,647,0.154559505,10.7,,,,,,
99.11,647,0.153183926,5.1,,,,,,
100,695,0.143884892,18.3,,,,,,
98.54,690,0.142811594,9.7,,,,,,
99.24,699,0.141974249,4.6,,,,,,
91.97,652,0.141058282,23.5,,,,,,
100,718,0.139275766,16,,,,,,
96.42,707,0.136379066,12.8,,,,,,
100,736,0.135869565,17,,,,,,
95.24,727,0.131004127,5.5,,,,,,
100,783,0.127713921,8.6,,,,,,
97.19,783,0.12412516,7.2,,,,,,
99.88,824,0.121213592,6.1,,,,,,
97.2,808,0.12029703,10.9,,,,,,
100,884,0.113122172,14.5,,,,,,
100,895,0.111731844,5.7,,,,,,
89.09,818,0.10891198,9.2,,,,,,
98.4,936,0.105128205,29.6,,,,,,
74.84,718,0.104233983,4.5,,,,,,
100,967,0.103412616,12.4,,,,,,
100,975,0.102564103,8.1,,,,,,
98.82,966,0.102298137,20.7,,,,,,
99.16,972,0.102016461,8.9,,,,,,
100,982,0.101832994,19.7,,,,,,
100,984,0.101626016,15,,,,,,
99.95,990,0.100959596,12.2,,,,,,
100,1006,0.099403579,10.6,,,,,,
91.43,929,0.098417653,12.2,,,,,,
100,1017,0.098328417,15.8,,,,,,
10.19,105,0.097047619,0,,,,,,
87.29,905,0.096453039,17.4,,,,,,
96.1,1006,0.095526839,11.2,,,,,,
100,1051,0.095147479,8.8,,,,,,
100,1058,0.094517958,27.4,,,,,,
100,1059,0.094428706,4.7,,,,,,
93.05,994,0.09361167,10.2,,,,,,
100,1080,0.092592593,12.6,,,,,,
100,1082,0.092421442,0,,,,,,
98.91,1090,0.090743119,10.1,,,,,,
100,1117,0.089525515,23.3,,,,,,
100,1132,0.088339223,29,,,,,,
99.96,1134,0.088148148,12.6,,,,,,
99.2,1126,0.088099467,9.4,,,,,,
64.04,730,0.087726027,0.6,,,,,,
100,1143,0.087489064,3.5,,,,,,
100,1158,0.086355786,23.5,,,,,,
100,1160,0.086206897,13.3,,,,,,
100,1161,0.086132644,20.6,,,,,,
100,1179,0.084817642,11.2,,,,,,
100,1185,0.084388186,16.6,,,,,,
85.87,1044,0.082250958,9.7,,,,,,
100,1216,0.082236842,13.8,,,,,,
100,1217,0.082169269,4.1,,,,,,
100,1222,0.081833061,11.4,,,,,,
95.29,1170,0.081444444,13.3,,,,,,
98.82,1219,0.081066448,13.3,,,,,,
100,1242,0.080515298,24.9,,,,,,
98.35,1226,0.080220228,9.5,,,,,,
100,1255,0.079681275,8.5,,,,,,
99.45,1249,0.079623699,10,,,,,,
99.68,1253,0.079553073,15.5,,,,,,
97.41,1232,0.079066558,54.1,,,,,,
100,1265,0.079051383,12.5,,,,,,
97.88,1274,0.076828885,22,,,,,,
96.06,1268,0.075757098,29.1,,,,,,
46.7,620,0.075322581,29.3,,,,,,
93.67,1245,0.075236948,15.4,,,,,,
100,1330,0.07518797,42.1,,,,,,
100,1336,0.074850299,6.9,,,,,,
100,1341,0.074571216,46.5,,,,,,
100,1343,0.074460164,6.6,,,,,,
98.57,1329,0.074168548,31.5,,,,,,
86.03,1163,0.073972485,13.5,,,,,,
91.36,1240,0.073677419,14,,,,,,
99.96,1367,0.073123628,4.2,,,,,,
100,1373,0.072833212,33.3,,,,,,
88.7,1218,0.072824302,26,,,,,,
99.71,1373,0.072621996,4.4,,,,,,
97.64,1352,0.072218935,10.5,,,,,,
100,1389,0.07199424,12.2,,,,,,
98.32,1366,0.071976574,14.9,,,,,,
84.88,1180,0.071932203,9.6,,,,,,
100,1391,0.071890726,11.7,,,,,,
95.99,1336,0.071848802,13,,,,,,
100,1395,0.071684588,0,,,,,,
100,1398,0.071530758,11.3,,,,,,
90.41,1266,0.071413902,15.1,,,,,,
99.85,1412,0.070715297,56.3,,,,,,
100,1422,0.070323488,53.7,,,,,,
100,1424,0.070224719,16,,,,,,
77.87,1113,0.069964061,14.2,,,,,,
74.65,1075,0.06944186,6.7,,,,,,
99.39,1432,0.069406425,10.4,,,,,,
100,1441,0.069396253,20,,,,,,
90.32,1308,0.069051988,7.6,,,,,,
100,1450,0.068965517,27.6,,,,,,
99.14,1440,0.068847222,7.1,,,,,,
90.69,1321,0.068652536,14,,,,,,
100,1461,0.06844627,19,,,,,,
100,1467,0.068166326,12,,,,,,
80.44,1181,0.06811177,13.6,,,,,,
97.27,1433,0.067878576,10,,,,,,
74.75,1104,0.067708333,23.7,,,,,,
97.2,1436,0.067688022,22.9,,,,,,
87.79,1297,0.06768697,9.1,,,,,,
98.89,1475,0.067044068,7.4,,,,,,
95.57,1430,0.066832168,18.8,,,,,,
40.99,614,0.066758958,19.9,,,,,,
99.96,1505,0.066418605,31.4,,,,,,
98.11,1485,0.06606734,9.7,,,,,,
60.18,912,0.065986842,4.2,,,,,,
99.98,1521,0.06573307,10,,,,,,
100,1526,0.065530799,17.4,,,,,,
93.18,1422,0.065527426,8.5,,,,,,
92.95,1422,0.065365682,12.7,,,,,,
87.38,1337,0.065355273,16.7,,,,,,
96.95,1487,0.065198386,21.1,,,,,,
99.56,1533,0.064944553,7,,,,,,
94.4,1454,0.064924347,27.4,,,,,,
92.8,1431,0.064849755,7.8,,,,,,
99.86,1548,0.064509044,14.2,,,,,,
98.6,1531,0.064402351,24.1,,,,,,
100,1556,0.064267352,17.1,,,,,,
78.95,1230,0.064186992,31.1,,,,,,
91.41,1426,0.064102384,12.7,,,,,,
96.32,1504,0.064042553,21,,,,,,
100,1564,0.063938619,67.2,,,,,,
82.94,1300,0.0638,48.9,,,,,,
100,1578,0.063371356,39.6,,,,,,
100,1578,0.063371356,9.8,,,,,,
92.39,1461,0.063237509,14.7,,,,,,
39.91,632,0.063148734,8.2,,,,,,
71.53,1139,0.062800702,17.3,,,,,,
95.46,1525,0.062596721,15.1,,,,,,
99.97,1599,0.062520325,14.8,,,,,,
98.09,1575,0.062279365,33.2,,,,,,
93.33,1500,0.06222,6,,,,,,
95.89,1543,0.062145172,6.5,,,,,,
82.47,1330,0.062007519,13,,,,,,
59.88,975,0.061415385,26.1,,,,,,
24.81,404,0.061410891,4.4,,,,,,
100,1631,0.061312078,15.9,,,,,,
100,1637,0.061087355,15.6,,,,,,
99.97,1639,0.060994509,13.2,,,,,,
80.89,1327,0.060957046,14.8,,,,,,
100,1641,0.060938452,14.7,,,,,,
99.95,1644,0.060796837,18.8,,,,,,
100,1646,0.060753341,30.7,,,,,,
100,1650,0.060606061,7.8,,,,,,
98.18,1627,0.060344192,18.5,,,,,,
86.46,1434,0.060292887,43,,,,,,
99.37,1655,0.060042296,17.9,,,,,,
100,1676,0.059665871,12.5,,,,,,
100,1680,0.05952381,6.5,,,,,,
84.25,1418,0.059414669,8.2,,,,,,
84.19,1424,0.059122191,12.9,,,,,,
72.03,1221,0.058992629,4.7,,,,,,
93.63,1588,0.058960957,27.3,,,,,,
100,1697,0.058927519,13.2,,,,,,
100,1701,0.058788948,12.7,,,,,,
99.98,1718,0.058195576,7.2,,,,,,
57.84,996,0.058072289,12.5,,,,,,
85.32,1476,0.057804878,8.7,,,,,,
86.22,1496,0.05763369,7.8,,,,,,
91.89,1595,0.057611285,27.3,,,,,,
97.86,1702,0.057497062,1.6,,,,,,
97.14,1694,0.057343566,17.2,,,,,,
100,1758,0.056882821,24,,,,,,
85.79,1513,0.056701917,6.5,,,,,,
82.48,1455,0.056687285,10.8,,,,,,
100,1767,0.056593096,20.5,,,,,,
97.85,1731,0.056528018,27.7,,,,,,
56.31,997,0.056479438,5.8,,,,,,
65.35,1159,0.056384814,12.2,,,,,,
100,1780,0.056179775,12.7,,,,,,
91.53,1633,0.056050214,12.8,,,,,,
72.94,1303,0.055978511,14.9,,,,,,
72.36,1296,0.055833333,5.2,,,,,,
89.64,1608,0.055746269,22.3,,,,,,
96.23,1737,0.055400115,13,,,,,,
99.96,1809,0.055257048,11.1,,,,,,
100,1811,0.055218112,37,,,,,,
73.67,1337,0.055100972,36.5,,,,,,
100,1815,0.055096419,26.2,,,,,,
97.81,1783,0.054856983,10.5,,,,,,
96.68,1764,0.054807256,14,,,,,,
99.98,1826,0.05475356,16.9,,,,,,
92.48,1698,0.054464075,9.7,,,,,,
94.74,1743,0.054354561,10,,,,,,
78.16,1442,0.054202497,6.8,,,,,,
60.16,1119,0.053762288,10.2,,,,,,
99.12,1850,0.053578378,24.4,,,,,,
100,1868,0.053533191,7.6,,,,,,
95.6,1786,0.053527436,11.7,,,,,,
100,1873,0.053390283,23.9,,,,,,
100,1878,0.053248136,29.4,,,,,,
91.36,1717,0.053209086,28,,,,,,
99.87,1880,0.05312234,29.4,,,,,,
65.6,1235,0.053117409,11.6,,,,,,
38.42,724,0.053066298,6.1,,,,,,
100,1886,0.053022269,25.4,,,,,,
96.73,1826,0.052973713,22.5,,,,,,
100,1891,0.052882073,15,,,,,,
96.99,1839,0.05274062,9,,,,,,
77.75,1478,0.052604871,20.7,,,,,,
76.21,1449,0.052594893,8.7,,,,,,
92.55,1761,0.052555366,12.5,,,,,,
98.61,1878,0.052507987,25.6,,,,,,
99.75,1901,0.052472383,7.3,,,,,,
99.41,1903,0.052238571,20.7,,,,,,
100,1924,0.051975052,14,,,,,,
95.21,1837,0.051829069,26.9,,,,,,
99.94,1929,0.051809228,13.1,,,,,,
70.52,1362,0.051776799,4.5,,,,,,
73.72,1429,0.051588523,17.6,,,,,,
83.21,1615,0.05152322,17.1,,,,,,
82.22,1596,0.051516291,18.6,,,,,,
100,1943,0.051466804,29.4,,,,,,
99.77,1948,0.051216632,4.3,,,,,,
74.42,1456,0.051112637,9.8,,,,,,
70.13,1373,0.051077932,22,,,,,,
94.85,1861,0.050967222,8.3,,,,,,
88.91,1745,0.050951289,14.4,,,,,,
77.06,1517,0.050797627,9.2,,,,,,
98.84,1955,0.050557545,23.1,,,,,,
100,1984,0.050403226,14,,,,,,
76.98,1528,0.050379581,31.1,,,,,,
78.98,1573,0.05020979,6.6,,,,,,
78.07,1555,0.050205788,7.5,,,,,,
68.89,1376,0.050065407,17.5,,,,,,
99.86,1997,0.050005008,24.8,,,,,,
74.48,1492,0.049919571,8.9,,,,,,
62.39,1251,0.049872102,8.5,,,,,,
97.72,1963,0.049780948,19.8,,,,,,
70.98,1426,0.049775596,13,,,,,,
81.18,1640,0.0495,22.1,,,,,,
64.67,1308,0.049441896,52.7,,,,,,
